cpd:C00001	H2O; Water
cpd:C04807	6-Hydroxymethyl-7,8-dihydropterin diphosphate; (7,8-Dihydropterin-6-yl)methyl diphosphate; 2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine; 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate; 7,8-Dihydropterin pyrophosphate
cpd:C04808	D-Abequosyl-D-mannosyl-rhamnosyl-D-galactose-1-diphospholipid
cpd:C04809	Membrane-derived-oligosaccharide 6-(glycerophospho)-D-glucose
cpd:C04810	Oligosaccharide with 4-deoxy-alpha-D-gluc-4-enuronosyl group; Oligosaccharide with 4-deoxy-alpha-D-galact-4-enuronosyl group
cpd:C04811	1-(5-Phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole
cpd:C04812	1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol 4-phosphate
cpd:C04814	4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol
cpd:C04815	5-D-(5/6)-5-C-(Hydroxymethyl)-2,6-dihydroxycyclohex-2-en-1-one; 5D-(5/6)-5-C-(Hydroxymethyl)-2,6-dihydroxy-2-cyclohexen-1-one
cpd:C04816	Dephospho-[[hydroxymethylglutaryl-CoA reductase (NADPH)]kinase]
cpd:C04817	Protein alpha-D-glucosyl-1,2-beta-D-galactosyl-L-hydroxylysine
cpd:C04818	beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosaminylglycopeptide
cpd:C04819	beta-D-Galactosyl-beta-1,4-N-acetyl-D-glucosaminylglycopeptide
cpd:C04822	8(R)-HPETE; (5Z,9E,11Z,14Z)-(8R)-8-Hydroperoxyeicosa-5,9,11,14-tetraenoate; (5Z,9E,11Z,14Z)-(8R)-8-Hydroperoxyicosa-5,9,11,14-tetraenoate
cpd:C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole; 1-(5'-Phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole; 5'-Phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole; (S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate; SAICAR
cpd:C04824	Lipid X; 2,3-Diacylglucosamine 1-phosphate; 2,3-Bis[(3R)-3-hydroxymyristoyl]-alpha-D-glucosaminyl 1-phosphate; 2,3-Bis(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl 1-phosphate
cpd:C04825	3-beta-D-Galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein; [Protein]-3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-serine
cpd:C04827	Apo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]; Apo-[methylcrotonoyl-CoA-carboxylase]
cpd:C04829	Deacetyl-[citrate-oxaloacetate-lyase((pro-3S)-CH2COO-->acetate)]
cpd:C04830	beta-D-Glucosyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol
cpd:C04831	DIMBOA-glucoside; 2,4-Dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one 2-D-glucoside; 2,4-Dihydroxy-7-methoxy-1,4-benzoxazin-3-one glucoside
cpd:C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide; Coenzyme M-HTP heterodisulfide; CoM-S-S-CoB; N-{7-[(2-Sulfoethyl)dithio]heptanoyl}-3-O-phospho-L-threonine
cpd:C04833	m7G(5')pppm6Am-mRNA; mRNA containing an N6,2'-O-dimethyladenosine cap
cpd:C04834	Juvenile hormone II acid; (2E,6E)-(10R,11S)-10,11-Epoxy-3,7,11-trimethyltrideca-2,6-dienoic acid; (2E,6E)-(10R,11S)-10,11-Epoxy-3,7,11-trimethyltrideca-2,6-dienoate; (2E,6E)-10,11-Epoxy-3,7,11-trimethyltridecadienoic acid
cpd:C04835	(5Z,13E)-6,9alpha-Epoxy-11alpha-hydroxy-15-oxoprosta-5,13-dienoate
cpd:C04839	3-O-(3,6-Anhydro-alpha-D-galactopyranosyl)-D-galactose 4-O-sulfate
cpd:C04840	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate
cpd:C04843	(5Z,9E,14Z)-(8xi,11xi,12S)-8,11,12-Trihydroxyicosa-5,9,14-trienoate; (5Z,9E,14Z)-(8xi,11xi,12S)-8,11,12-Trihydroxyicosa-5,9,14-trienoic acid; Trioxilin A3
cpd:C04844	3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate; (1E,2Z)-3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate; DSHA
cpd:C04845	N-Acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide; Lactotriaosylceramide; Lactotriosylceramide; N-Acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-D-glucosylceramide; Ceramidetrisaccharide; Ceramidetrihexoside; N-Acetyl-D-glucosaminyl-1,3-beta-D-galactocyl-1,4-beta-glucosyl-1,1'-beta-ceramide; GlcNAc-beta1->3Gal-beta1->4Glc-beta1->1'Cer; GlcNAc-beta1->3LacCer; N-Acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide
cpd:C04847	alpha-D-Galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosamine
cpd:C04848	Variant-surface-glycoprotein 1,2-dimyristyl-sn-phosphatidylinositol; Variant-surface-glycoprotein 1,2-ditetradecanoyl-sn-phosphatidylinositol
cpd:C04849	(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoic acid; (5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoate; Hepoxilin A3
cpd:C04850	1,3-beta-D-Galactosyl-(alpha-1,4-L-fucosyl)-N-acetyl-D-glucosaminyl-R
cpd:C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol; Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine
cpd:C04853	20-OH-Leukotriene B4; 20-OH-LTB4; 20-Hydroxy-leukotriene B4; (6Z,8E,10E,14Z)-(5S,12R)-5,12,20-Trihydroxyeicosa-6,8,10,14-tetraenoate; (6Z,8E,10E,14Z)-(5S,12R)-5,12,20-Trihydroxyicosa-6,8,10,14-tetraenoate
cpd:C04855	alpha-D-Galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R; alpha-D-Galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-N-acetylglucosaminyl-R
cpd:C04856	(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide; (S)-NADH-hydrate; (S)-NADHX; (6S)-6-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide; 6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide
cpd:C04858	Apigenin 7-O-[beta-D-apiosyl-(1->2)-beta-D-glucoside]; 7-O-(beta-D-Apiofuranosyl-1,2-beta-D-glucosyl)-5,7,4'-trihydroxyflavone; Apiin; 7-[(2-O-D-Apio-beta-D-furanosyl-beta-D-glucopyranosyl)oxy]-5-hydroxy-2-(4-hydroxy-phenyl)-4H-1-benzopyran-4-one; Apioside
cpd:C04859	(20S,22S,25S)-22,25-Epoxyfurost-5-ene-3beta,26-diol 3-O-beta-D-glucoside
cpd:C04861	1,3-alpha-D-Mannosyl-1,2-alpha-D-mannosyl-1,2-alpha-D-mannosyl-D-mannose
cpd:C04862	1-Hexadecylthio-1-deoxy-2-hexadecylphosphono-sn-glycero-3-phosphocholine
cpd:C04864	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 4-sulfate
cpd:C04865	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 6-sulfate; beta-D-4-deoxy-Delta4-GlcAp-(1->3)-D-GalNAc6S
cpd:C04866	alpha-D-Galactosyl-(1,3)-[alpha-L-fucosyl-(1,2)]-D-galactoside; Glycoprotein alpha-D-galactosyl-(1,3)-[alpha-L-fucosyl-(1,2)]-D-galactose; alpha-D-Galactosyl-(1->3)-[alpha-L-fucosyl(1->2)]-D-galactosyl-R
cpd:C04867	Juvenile hormone II; Methyl (2E,6E)-(10R,11S)-10,11-epoxy-3,7,11-trimethyltrideca-2,6-dienoate
cpd:C04871	Haloxyfop; (RS)-2-[4-(3-Chloro-5-trifluoromethyl-2-pyridyloxy)phenoxy]propionic acid
cpd:C04872	1,2-Diacyl-3-[3-(alpha-D-N-acetylneuraminyl)-beta-D-galactosyl]-sn-glycerol
cpd:C04873	1-Hexadecylthio-2-hexadecanoylamino-1,2-dideoxy-sn-glycero-3-phosphocholine
cpd:C04874	7,8-Dihydroneopterin; Dihydroneopterin; 2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine
cpd:C04875	(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1-naphthol; (+/-)-Dihydrobunolol
cpd:C04876	N-Acetyl-D-glucosaminyl-N-acetylmuramoyl-L-Ala-D-glutamyl-6-carboxy-L-lysine
cpd:C04877	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate; UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate; UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate; UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate; UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diamino-heptanedioate
cpd:C04880	N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(R1)-beta-D-mannosyl-R2; 3-(2-[N-Acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D-mannosyl-R
cpd:C04881	N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol; N-Acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol
cpd:C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine; UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine
cpd:C04883	(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-3,4-dihydro-1(2H)-naphthalenone; (+/-)-Bunolol
cpd:C04884	N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide; GM2; Tay-Sachs ganglioside; N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-1,4-beta-D-glucosyl-N-acylsphingosine; GalNAc-beta1->4(Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer
cpd:C04885	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-D-galactosaminyl-R; N-Acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-D-galactosaminyl-R; N-Acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminyl-R
cpd:C04886	alpha-N-Acetylneuraminyl-2,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosamine
cpd:C04887	alpha-N-Acetylneuraminyl-2,8-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-R
cpd:C04890	N-Acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R; N-Acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R
cpd:C04891	N-Acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R; N-Acetyl-beta-D-glucosaminyl-(1->6)-beta-D-galactosyl-(1->4)-N-acetyl-D-glucosaminyl-R
cpd:C04894	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-N6-(L-alanyl)-L-lysyl-D-alanyl-D-alanine; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-N6-(L-alanyl)-L-lysyl-D-alanyl-D-alanine
cpd:C04895	7,8-Dihydroneopterin 3'-triphosphate; 2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate; 6-(L-erythro-1,2-Dihydroxypropyl 3-triphosphate)-7,8-dihydropterin; 6-[(1S,2R)-1,2-Dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin
cpd:C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide; N-(5'-Phospho-D-ribosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide; N-(5'-Phosphoribosylformimino)-5-amino-1-(5''-phosphoribosyl)-4-imidazolecarboxamide; Phosphoribosyl-formimino-AICAR-phosphate; 1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide; 1-(5-Phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide
cpd:C04898	Oligosaccharide with terminal 4-deoxy-6-methyl-alpha-D-galact-4-enuronosyl group
cpd:C04899	(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate; (S)-NADPH-hydrate; (S)-NADPHX; (6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide 2'-phosphate
cpd:C04900	Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide
cpd:C04901	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminyl-R
cpd:C04902	beta-D-Galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R; beta-D-Galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl-R
cpd:C04903	3-beta-D-Glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein; beta-D-Glucuronyl-1,3-D-galactosylproteoglycan; [Protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine
cpd:C04904	N-Acetyl-D-glucosaminyl-N-acetylmuramoyl-L-Ala-D-glutamyl-6-carboxy-L-lysyl-D-alanine
cpd:C04905	1-(4-Amino-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2-methylpyridinium bromide; Pyrithiamine bromide; Pyrithiamine
cpd:C04906	N-Acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-R; 2,6-Bis(N-acetyl-beta-D-glucosaminyl)-alpha-D-mannosyl-R
cpd:C04907	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-glycoprotein
cpd:C04908	1-(4-Hydroxy-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2-methylpyridinium bromide; Oxypyrithiamine bromide; Oxypyrithiamine
cpd:C04909	alpha-D-Glucosyl-1,6-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,3-1-O-alkyl-2-O-acylglycerol
cpd:C04910	1,3-beta-D-Galactosyl-N-acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-D-glucosylceramide; Ceramidetetrasaccharide; Ceramidetetrahexoside; Paragloboside; Lc4Cer
cpd:C04911	D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide; GM1; GM1a; D-Galactosyl-1,3-beta-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosyl-N-acylsphingosine; Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer
cpd:C04913	N-Acetyl-beta-D-galactosaminyl-1,4-beta-D-glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan
cpd:C04914	alpha-D-Mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosyl-R
cpd:C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide; 5-[(5-Phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide; Phosphoribulosyl-formimino-AICAR-phosphate; 5-[(5-Phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide
cpd:C04917	N-Acetyl-beta-D-glucosaminyl-(1->6)-[N-acetyl-beta-D-glucosaminyl-(1->3)]-N-acetyl-alpha-D-galactosaminyl-R; N-Acetyl-beta-D-glucosaminyl-(1->6)-[N-acetyl-beta-D-glucosaminyl-(1->3)]-N-acetyl-D-galactosaminyl-R; Core 4
cpd:C04919	2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate; 2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate; Lipid A disaccharide bisphosphate; Lipid IV(A); 2-Deoxy-2-{[(3R)-3-hydroxytetradecanoyl]amino}-3-O-[(3R)-3-hydroxytetradecanoyl]-4-O-phospho-beta-D-glucopyranosyl-(1->6)-2-deoxy-3-O-[(3R)-3-hydroxytetradecanoyl]-2-{[(3R)-3-hydroxytetradecanoyl]amino}-1-O-phospho-alpha-D-glucopyranose
cpd:C04920	6-Sulfo-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,3-1-O-alkyl-2-O-acylglycerol
cpd:C04922	beta-D-Galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide; beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide; D-Galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide
cpd:C04923	1,3-alpha-D-Mannosyl-(1,2-N-acetyl-alpha-D-glucosaminyl)-1,2-alpha-D-mannosyl-1,2-alpha-D-mannosyl-D-mannose
cpd:C04924	N-Acetyl-D-galactosaminyl-1,4-beta-N-acetylneuraminyl-2,3-alpha-D-galactosyl-1,4-beta-D-glucosylceramide; GalNAc-beta1->4Neu5Ac-alpha2->3Gal-beta1->4Glc-beta1->1'Cer
cpd:C04925	N-Acetyl-D-galactosaminyl-N-Acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide; Forssman hapten; GalNAc-alpha1->3GalNAc-beta1->3Gal-alpha1->4Gal-beta1->4Glc-beta1->1'Cer; GalNAc-alpha1->3GalNAc-beta1->3Gal-alpha1->4LacCer
cpd:C04926	alpha-N-Acetylneuraminyl-2,3-beta-D-galactose-1,3-(alpha-N-acetylneuraminyl-2,6)-N-acetyl-D-galactosaminyl-R; N-Acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-D-galactosaminyl-R
cpd:C04927	N-Acetylneuraminyl-D-galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide; GD1a; NeuAc-alpha2->3Gal-beta1->3GalNAc-beta1->4(NeuAc-alpha2->3)LacCer; NeuAc-alpha2->3Gal-beta1->3GalNAc-beta1->4(NeuAc-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer
cpd:C04930	N-Acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R
cpd:C04931	Argatroban; (2R,4R)-4-Methyl-1[Nalpha-[(3-methyl-1,2,3,4-tetrahydro-8-quinolinyl)sulfonyl]-L-arginyl]-2-piperadinecarboxylic acid
cpd:C04932	Lipid A disaccharide; Tetraacyldisaccharide 1-phosphate; [2-N,3-O-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl]-(1->6)-[2-N,3-O-bis(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl phosphate]; 2,3-Bis[(3R)-3-hydroxytetradecanoyl]-beta-D-glucosaminyl-(1->6)-2,3-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosaminyl 1-phosphate
cpd:C04934	N-Acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-(N-acetyl-beta-D-glucosaminyl-1,4)-alpha-D-mannosyl-R; 2,4,6-Tris(N-acetyl-beta-D-glucosaminyl)-alpha-D-mannosyl-R
cpd:C04936	alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-D-glucosylceramide; Neu5Ac-alpha2->3Gal-beta1->4GlcNAc-beta1->3Gal-beta1->4Glc-beta1->1'Cer
cpd:C04937	N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosyl-R
cpd:C04938	N-Acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide
cpd:C04939	N-Acetyl-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide
cpd:C04940	(N-Acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosyl-R
cpd:C04942	beta-D-Mannosyl-R
cpd:C04943	N-Acetyl-beta-D-glucosaminyl-1,4-(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-beta-D-mannosyl-R; 3-(2,4-Bis[N-acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D-mannosyl-R
cpd:C04944	6-(2-[N-Acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D-mannosyl-R
cpd:C05001	Fructose 1-phosphate(pyranose)
cpd:C05003	D-Fructose; D-arabino-Hex-2-ulopyranose
cpd:C05005	Glycolipid
cpd:C05009	Heme-thiolate(P-450)
cpd:C05010	Histidylleucine; N-L-Histidyl-L-leucin; His-Leu
cpd:C05011	Hydroxytamoxifen; 4-Hydroxytamoxifen
cpd:C05016	L-Glutamate methylester
cpd:C05021	N-Acetyl-beta-D-galactosamine
cpd:C05026	N3-Metyladenine
cpd:C05028	Norethindrone; 19-Norethisterone; 19-Nor-17alpha-ethynyl-17beta-hydroxy-4-androsten-3-one
cpd:C05031	O6-Methyl-2'-deoxyguanosine
cpd:C05042	Glufosinate; Phosphinothricin; 2-Amino-4-(hydroxymethylphosphinyl)butanoic acid
cpd:C05052	Ribulose
cpd:C05057	cis-3-Enoyl-CoA
cpd:C05058	m-Aminophenol; 3-Aminophenol; 3-Hydroxyaniline
cpd:C05060	o-Benzosemiquinone; 2-Hydroxyphenoxy radical
cpd:C05067	trans-3-Enoyl-CoA
cpd:C05071	Chlorsulfuron
cpd:C05073	Coumermycin A1; Coumermycin
cpd:C05076	Imazaquin
cpd:C05079	Nalidixic acid
cpd:C05080	Novobiocin
cpd:C05086	Cyclosporin A; Ciclosporin; Cyclosporine
cpd:C05100	3-Ureidoisobutyrate
cpd:C05102	alpha-Hydroxy fatty acid; 2-Hydroxy fatty acid
cpd:C05103	4alpha-Methylzymosterol
cpd:C05104	Delta7,24-Cholestadien-3beta-ol
cpd:C05107	7-Dehydrodesmosterol; Cholesta-5,7,24-triene-3beta-ol
cpd:C05108	14-Demethyllanosterol; 4,4-Dimethyl-5alpha-cholesta-8,24-dien-3beta-ol; 4,4-Dimethyl-8,24-cholestadienol
cpd:C05109	24,25-Dihydrolanosterol
cpd:C05110	4alpha-Methylcholesta-8-en-3beta-ol
cpd:C05111	Methostenol; 4alpha-Methyl-5alpha-cholesta-7-en-3beta-ol
cpd:C05113	Porphyrin
cpd:C05114	Mucopolysaccharide
cpd:C05116	3-Hydroxybutanoyl-CoA; 3-Hydroxybutyryl-CoA
cpd:C05117	3-Aminobutanoyl-CoA; 3-Aminobutyryl-CoA
cpd:C05118	S-(2-Methylbutanoyl)-dihydrolipoamide
cpd:C05119	S-(3-Methylbutanoyl)-dihydrolipoamide
cpd:C05122	Taurocholate; Taurocholic acid; Cholyltaurine
cpd:C05123	2-Hydroxyethanesulfonate; 2-Hydroxyethanesulfonic acid; 2-Hydroxyethane-1-sulfonic acid; Isethionic acid; Isethionate
cpd:C05125	2-(alpha-Hydroxyethyl)thiamine diphosphate; 2-Hydroxyethyl-ThPP
cpd:C05126	Dimethyl citraconate; Citraconic acid dimethyl ester; 2-Butenedioic acid, 2-methyl-, dimethyl ester, (Z)-; Citraconate de dimethyle; Citraconic acid, dimethyl ester; Dimethyl methylmaleate; Methylmaleic acid, dimethyl ester
cpd:C05127	N-Methylhistamine; 1-Methylhistamine; 1-Methyl-4-(2-aminoethyl)imidazole; Ntau-Methylhistamine
cpd:C05130	Imidazole-4-acetaldehyde; Imidazole acetaldehyde
cpd:C05131	(1-Ribosylimidazole)-4-acetate
cpd:C05133	4-Imidazolone-5-acetate; Imidazolone acetate; (5-Hydroxyimidazole)-4-acetate; 5-Hydroxy-4-imidazoleacetate
cpd:C05135	4-(beta-Acetylaminoethyl)imidazole; N-Acetylhistamine
cpd:C05136	GDP-3,6-dideoxy-D-galactose
cpd:C05138	17alpha-Hydroxypregnenolone
cpd:C05139	16alpha-Hydroxydehydroepiandrosterone; 5-Androstene-3beta,16alpha-diol-17-one
cpd:C05140	16alpha-Hydroxyandrost-4-ene-3,17-dione; 4-Androsten-16alpha-ol-3,17-dione
cpd:C05141	Estriol; 1,3,5(10)-Estratriene-3,16-alpha,17beta-triol
cpd:C05143	Dhurrin; (S)-4-Hydroxymandelonitrile beta-D-glucoside
cpd:C05144	(beta-D-Mannuronate)n; Poly(beta-D-mannuronate); Polymannuronate; Mannuronan
cpd:C05145	3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate
cpd:C05146	Hydantoin; Glycolylurea
cpd:C05147	trans-3-Hydroxy-L-proline; trans-L-3-Hydroxyproline
cpd:C05148	Debromoaplysiatoxin
cpd:C05149	Bryostatin 1
